original name,prefix,title,primary,secondary,suffix,number,fuller form,dates, ,source
"Dondero, George Anthony, 1883-1968.",,,Dondero,George Anthony,,,,1883-1968,http://id.loc.gov/authorities/names/no97044504,lcnaf
"Carr, Leland W. (Leland Walker), 1883-1969",,,Carr,Leland W.,,,Leland Walker,1883-1969,http://id.loc.gov/authorities/names/no2008190215,lcnaf
"Duff, James H. (James Henderson), 1883-1969.",,,Duff,James H.,,,James Henderson,1883-1969,http://id.loc.gov/authorities/names/n87870912,lcnaf
"Eastman, Max, 1883-1969.",,,Eastman,Max,,,,1883-1969,http://id.loc.gov/authorities/names/n50024420,lcnaf
"Gropius, Walter, 1883-1969.",,,Gropius,Walter,,,,1883-1969,http://id.loc.gov/authorities/names/n80076591,lcnaf
"Long, Thomas G., 1883-1973.",,,Long,Thomas G.,,,,1883-1973,,lcnaf
"Welsh, George Wilson, 1883-1974.",,,Welsh,George Wilson,,,,1883-1974,,lcnaf
"Norton, William J. (William John), 1883-1975.",,,Norton,William J.,,,William John,1883-1975,http://id.loc.gov/authorities/names/n91025302,lcnaf
"Brett, Dorothy, 1883-1977.",,,Brett,Dorothy,,,,1883-1977,http://id.loc.gov/authorities/names/n85083850,lcnaf
"Dana, Samuel Trask, 1883-1978",,,Dana,Samuel Trask,,,,1883-1978,http://id.loc.gov/authorities/names/n79056016,lcnaf
"Starr, Floyd Elliot, 1883-1980.",,,Starr,Floyd Elliot,,,,1883-1980,http://id.loc.gov/authorities/names/n88228740,lcnaf
"Vinson, Carl, 1883-1981.",,,Vinson,Carl,,,,1883-1981,http://id.loc.gov/authorities/names/n81063176,lcnaf
"Nearing, Scott, 1883-1983.",,,Nearing,Scott,,,,1883-1983,http://id.loc.gov/authorities/names/n50032718,lcnaf
"Bingay, Malcolm Wallace, 1884-",,,Bingay,Malcolm Wallace,,,,1884-,,lcnaf
"Brewster, Owen, 1884-",,,Brewster,Owen,,,,1884-,,lcnaf
"Eldred, Foss Oscar, 1884-",,,Eldred,Foss Oscar,,,,1884-,,lcnaf
"Ferguson, Alfred Lynn, b. 1884.",,,Ferguson,Alfred Lynn,,,,1884-,,lcnaf
"Gale, Esson McDowell, 1884-",,,Gale,Esson McDowell,,,,1884-,,lcnaf
"Gilmore, William Steele, 1884-",,,Gilmore,William Steele,,,,1884-,,lcnaf
"Johnston, Don Porter, 1884-",,,Johnston,Don Porter,,,,1884-,,lcnaf
"Liebold, Ernest G., 1884-",,,Liebold,Ernest G.,,,,1884-,,lcnaf
"McClure, Grace, 1884-",,,McClure,Grace,,,,1884-,,lcnaf
"Robbins, Frank Egleston, 1884-",,,Robbins,Frank Egleston,,,,1884-,http://id.loc.gov/authorities/names/n84805970,lcnaf
"Slayton, Abbie Cyrena, 1884-",,,Slayton,Abbie Cyrena,,,,1884-,,lcnaf
"Stoll, Albert, 1884-",,,Stoll,Albert,,,,1884-,http://id.loc.gov/authorities/names/no2007031315,lcnaf
"Stack, John K., 1884-1935.",,,Stack,John K.,,,,1884-1935,,lcnaf
"Sapir, Edward, 1884-1939.",,,Sapir,Edward,,,,1884-1939,http://id.loc.gov/authorities/names/n50017361,lcnaf
"Lovejoy, P. S., 1884-1942.",,,Lovejoy,P. S.,,,,1884-1942,,lcnaf
"Lovejoy, Parrish Storrs, 1884-1942.",,,Lovejoy,Parrish Storrs,,,,1884-1942,,lcnaf
"Malinowski, Bronislaw, 1884-1942.",,,Malinowski,Bronislaw,,,,1884-1942,http://id.loc.gov/authorities/names/n50040651,lcnaf
"Hurley, George W., 1884-1943.",,,Hurley,George W.,,,,1884-1943,,lcnaf
"Barbour, Thomas, 1884-1946.",,,Barbour,Thomas,,,,1884-1946,http://id.loc.gov/authorities/names/n87825967,lcnaf
"Mote, Carl Henry, 1884-1946.",,,Mote,Carl Henry,,,,1884-1946,http://id.loc.gov/authorities/names/no2002056119,lcnaf
"Borchard, Edwin Montefiore, 1884-1951.",,,Borchard,Edwin Montefiore,,,,1884-1951,http://id.loc.gov/authorities/names/n50063490,lcnaf
"Vandenberg, Arthur H. (Arthur Hendrick), 1884-1951.",,,Vandenberg,Arthur H.,,,Arthur Hendrick,1884-1951,http://id.loc.gov/authorities/names/n50045033,lcnaf
"Hull, Clark Leonard, 1884-1952.",,,Hull,Clark Leonard,,,,1884-1952,http://id.loc.gov/authorities/names/n50034374,lcnaf
"Bingay, Malcolm, 1884-1953.",,,Bingay,Malcolm,,,,1884-1953,,lcnaf
"Brightman, Edgar Sheffield, 1884-1953.",,,Brightman,Edgar Sheffield,,,,1884-1953,http://id.loc.gov/authorities/names/n79043596,lcnaf
"Odum, Howard Washington, 1884-1954.",,,Odum,Howard Washington,,,,1884-1954,http://id.loc.gov/authorities/names/n50029660,lcnaf
"Jonkman, Bartel J. (Bartel John), 1884-1955.",,,Jonkman,Bartel J.,,,Bartel John,1884-1955,http://id.loc.gov/authorities/names/no2009002033,lcnaf
"Sarton, George, 1884-1956.",,,Sarton,George,,,,1884-1956,http://id.loc.gov/authorities/names/n50019341,lcnaf
"White, Albert Easton, 1884-1956.",,,White,Albert Easton,,,,1884-1956,,lcnaf
"Bowles, Charles, 1884-1957.",,,Bowles,Charles,,,,1884-1957,http://id.loc.gov/authorities/names/no2009002769,lcnaf
"Das, Taraknath, 1884-1958.",,,Das,Taraknath,,,,1884-1958,http://id.loc.gov/authorities/names/n89202668,lcnaf
"Snyder, Franklin Bliss, 1884-1958.",,,Snyder,Franklin Bliss,,,,1884-1958,,lcnaf
"Haisley, Otto Webster, 1884-1959.",,,Haisley,Otto Webster,,,,1884-1959,,lcnaf
"Buck, Solon Justus, 1884-1962.",,,Buck,Solon Justus,,,,1884-1962,http://id.loc.gov/authorities/names/n85004186,lcnaf
"Hackett, Lewis Wendell, 1884-1962.",,,Hackett,Lewis Wendell,,,,1884-1962,,lcnaf
"Roosevelt, Eleanor, 1884-1962.",,,Roosevelt,Eleanor,,,,1884-1962,http://id.loc.gov/authorities/names/n79144645,lcnaf
"Milan, Carl Hastings, 1884-1963.",,,Milan,Carl Hastings,,,,1884-1963,,lcnaf
"Reynolds, Robert Rice, 1884-1963.",,,Reynolds,Robert Rice,,,,1884-1963,http://id.loc.gov/authorities/names/n00032059,lcnaf
"Robbins, Frank Egleston, 1884-1963.",,,Robbins,Frank Egleston,,,,1884-1963,,lcnaf
"Gale, Esson M. (Esson McDowell), 1884-1964",,,Gale,Esson M.,,,Esson McDowell,1884-1964,http://id.loc.gov/authorities/names/no2008189543,lcnaf
"Debye, Peter J. W. (Peter Josef William), 1884-1966",,,Debye,Peter J. W.,,,Peter Josef William,1884-1966,http://id.loc.gov/authorities/names/n85806624,lcnaf
"Mortimer, Wyndham, 1884-1966.",,,Mortimer,Wyndham,,,,1884-1966,http://id.loc.gov/authorities/names/n90675329,lcnaf
"Pound, Arthur, 1884-1966.",,,Pound,Arthur,,,,1884-1966,http://id.loc.gov/authorities/names/n50019582,lcnaf
"Shepard, Odell, 1884-1967.",,,Shepard,Odell,,,,1884-1967,http://id.loc.gov/authorities/names/n50023031,lcnaf
"Wiley, Alexander, 1884-1967.",,,Wiley,Alexander,,,,1884-1967,http://id.loc.gov/authorities/names/n92061732,lcnaf
"Collier, John, 1884-1968.",,,Collier,John,,,,1884-1968,http://id.loc.gov/authorities/names/n81090402,lcnaf
"Martin, Joseph William, 1884-1968.",,,Martin,Joseph William,,,,1884-1968,http://id.loc.gov/authorities/names/n86012082,lcnaf
"Merritt, Walle Williard, 1884-1968.",,,Merritt,Walle Williard,,,,1884-1968,,lcnaf
"Poling, Daniel A. (Daniel Alfred), 1884-1968.",,,Poling,Daniel A.,,,Daniel Alfred,1884-1968,http://id.loc.gov/authorities/names/n90701063,lcnaf
"Poling, Daniel Alfred, 1884-1968.",,,Poling,Daniel Alfred,,,,1884-1968,http://id.loc.gov/authorities/names/n90701063,lcnaf
"Thomas, Norman, 1884-1968.",,,Thomas,Norman,,,,1884-1968,http://id.loc.gov/authorities/names/n50010195,lcnaf
"Laidler, Harry Wellington, 1884-1970.",,,Laidler,Harry Wellington,,,,1884-1970,http://id.loc.gov/authorities/names/n50045931,lcnaf
"Laubach, Frank Charles, 1884-1970.",,,Laubach,Frank Charles,,,,1884-1970,http://id.loc.gov/authorities/names/n82144450,lcnaf
"Willeke, Leonard Bernard, 1884-1970.",,,Willeke,Leonard Bernard,,,,1884-1970,http://id.loc.gov/authorities/names/n85195123,lcnaf
"Wroth, Lawrence C. (Lawrence Counselman), 1884-1970.",,,Wroth,Lawrence C.,,,Lawrence Counselman,1884-1970,http://id.loc.gov/authorities/names/n83013542,lcnaf
"Hayden, Jay G., 1884-1971.",,,Hayden,Jay G.,,,,1884-1971,,lcnaf
"Tisserant, Eugène, 1884-1972.",,,Tisserant,Eugène,,,,1884-1972,,lcnaf
"Truman, Harry S., 1884-1972.",,,Truman,Harry S.,,,,1884-1972,http://id.loc.gov/authorities/names/n79029742,lcnaf
"Armstrong, Arthur E. (Arthur Edward), 1884-1976.",,,Armstrong,Arthur E.,,,Arthur Edward,1884-1976,,lcnaf
"Holcombe, Arthur N. (Arthur Norman), 1884-1977",,,Holcombe,Arthur N.,,,Arthur Norman,1884-1977,http://id.loc.gov/authorities/names/n50042235,lcnaf
"Oberholtzer, Ernest Carl, 1884-1977.",,,Oberholtzer,Ernest Carl,,,,1884-1977,http://id.loc.gov/authorities/names/no90011474,lcnaf
"Sayre, John Nevin, 1884-1977.",,,Sayre,John Nevin,,,,1884-1977,http://id.loc.gov/authorities/names/n90662480,lcnaf
"Tolstoy, Alexandra, 1884-1979.",,,Tolstoy,Alexandra,,,,1884-1979,http://id.loc.gov/authorities/names/n50049820,lcnaf
"Donnell, Forrest C., 1884-1980",,,Donnell,Forrest C.,,,,1884-1980,http://id.loc.gov/authorities/names/no2001008573,lcnaf
"Baldwin, Roger N. (Roger Nash), 1884-1981",,,Baldwin,Roger N.,,,Roger Nash,1884-1981,http://id.loc.gov/authorities/names/n50017585,lcnaf
"Blair, William McCormick, 1884-1982",,,Blair,William McCormick,,,,1884-1982,http://id.loc.gov/authorities/names/no2013060778,lcnaf
"Lovejoy, Parrish Storrs, 1884-1992",,,Lovejoy,Parrish Storrs,,,,1884-1992,,lcnaf
"Aigler, Ralph W. (Ralph William), 1885-",,,Aigler,Ralph W.,,,Ralph William,1885-,http://id.loc.gov/authorities/names/nr97027687,lcnaf
"Carr, Lowell Juilliard, 1885-",,,Carr,Lowell Juilliard,,,,1885-,,lcnaf
"Gillespie, Glenn C.(Glenn Carlton), 1885-",,,Gillespie,Glenn C.,,,Glenn Carlton,1885-,,lcnaf
"Gregg, Richard Bartlett, 1885-",,,Gregg,Richard Bartlett,,,,1885-,http://id.loc.gov/authorities/names/n50031468,lcnaf
"Kelsey, William Kline, 1885-",,,Kelsey,William Kline,,,,1885-,,lcnaf
"Levitas, Mollie, 1885-",,,Levitas,Mollie,,,,1885-,,lcnaf
"O'Hara, John J., 1885-",,,O'Hara,John J.,,,,1885-,,lcnaf
"St.-George, Maximilian, b. 1885.",,,St.-George,Maximilian,,,,1885-,,lcnaf
"Tuttle, Frank B., 1885-",,,Tuttle,Frank B.,,,,1885-,,lcnaf
"Van den Broek, John Abraham, 1885-",,,Van den Broek,John Abraham,,,,1885-,,lcnaf
"Vander Werp, Don, 1885-",,,Vander Werp,Don,,,,1885-,,lcnaf
"Watson, Claude A., 1885-",,,Watson,Claude A.,,,,1885-,,lcnaf
"Whittemore, Lewis Bliss, 1885-",,,Whittemore,Lewis Bliss,,,,1885-,,lcnaf
"Fitzgerald, Frank Dwight, 1885-1939.",,,Fitzgerald,Frank Dwight,,,,1885-1939,http://id.loc.gov/authorities/names/no2008183317,lcnaf
"Fitzgerals, Frank D. (Frank Dwight), 1885-1939.",,,Fitzgerals,Frank D.,,,Frank Dwight,1885-1939,,lcnaf
"Heyward, DuBose, 1885-1940.",,,Heyward,DuBose,,,,1885-1940,http://id.loc.gov/authorities/names/n50041800,lcnaf
"McKenzie, Roderick Duncan, 1885-1940.",,,McKenzie,Roderick Duncan,,,,1885-1940,http://id.loc.gov/authorities/names/n50007248,lcnaf
"Young, Clifford Caudy, 1885-1944.",,,Young,Clifford Caudy,,,,1885-1944,,lcnaf
"Patton, George S. (George Smith), 1885-1945.",,,Patton,George S.,,,George Smith,1885-1945,http://id.loc.gov/authorities/names/n79018666,lcnaf
"Christian, David Palmer, 1885-1947.",,,Christian,David Palmer,,,,1885-1947,,lcnaf
"Armstrong, Louise Van Voorhis, 1885-1948.",,,Armstrong,Louise Van Voorhis,,,,1885-1948,,lcnaf
"Fisher, Charles Asbury, 1885-1948.",,,Fisher,Charles Asbury,,,,1885-1948,,lcnaf
"Parker, Dewitt Henry, 1885-1949.",,,Parker,Dewitt Henry,,,,1885-1949,http://id.loc.gov/authorities/names/nr95008113,lcnaf
"Behrens, Charles August, 1885-1950.",,,Behrens,Charles August,,,,1885-1950,,lcnaf
"Burke, George James, 1885-1950.",,,Burke,George James,,,,1885-1950,,lcnaf
"Lesinski, John, 1885-1950.",,,Lesinski,John,,,,1885-1950,http://id.loc.gov/authorities/names/no2009002843,lcnaf
"Van Doren, Carl, 1885-1950.",,,Van Doren,Carl,,,,1885-1950,,lcnaf
"Lewis, Sinclair, 1885-1951.",,,Lewis,Sinclair,,,,1885-1951,http://id.loc.gov/authorities/names/n79023149,lcnaf
"Crane, C. Howard (Charles Howard), 1885-1952.",,,Crane,C. Howard,,,Charles Howard,1885-1952,http://id.loc.gov/authorities/names/no97056957,lcnaf
"Corwin, E. H. L. (Edward Henry Lewinski), 1885-1953",,,Corwin,E. H. L.,,,Edward Henry Lewinski,1885-1953,http://id.loc.gov/authorities/names/no98124700,lcnaf
"Ewald, Henry Theodore, 1885-1953.",,,Ewald,Henry Theodore,,,,1885-1953,,lcnaf
"Birkhead, Leon Milton, 1885-1954.",,,Birkhead,Leon Milton,,,,1885-1954,http://id.loc.gov/authorities/names/no2002010900,lcnaf
"Millar, C. E. (Charles Ernest), 1885-1955",,,Millar,C. E.,,,Charles Ernest,1885-1955,http://id.loc.gov/authorities/names/no2009009638,lcnaf
"Mayer, Louis B. (Louis Burt), 1885-1957.",,,Mayer,Louis B.,,,Louis Burt,1885-1957,http://id.loc.gov/authorities/names/n81018659,lcnaf
"Roberts, Kenneth Lewis, 1885-1957.",,,Roberts,Kenneth Lewis,,,,1885-1957,http://id.loc.gov/authorities/names/n50048902,lcnaf
"Gillespie, Glenn C. (Glenn Carlton), 1885-1959",,,Gillespie,Glenn C.,,,Glenn Carlton,1885-1959,http://id.loc.gov/authorities/names/n85218917,lcnaf
"Mulder, Arnold, 1885-1959.",,,Mulder,Arnold,,,,1885-1959,http://id.loc.gov/authorities/names/no98083926,lcnaf
"Richey, Lawrence, 1885-1959.",,,Richey,Lawrence,,,,1885-1959,http://id.loc.gov/authorities/names/no2004063516,lcnaf
"Forsythe, Warren Ellsworth, 1885-1960.",,,Forsythe,Warren Ellsworth,,,,1885-1960,,lcnaf
"Haring, C. H. (Clarence Henry), 1885-1960.",,,Haring,C. H.,,,Clarence Henry,1885-1960,http://id.loc.gov/authorities/names/n50057505,lcnaf
"Bohr, Niels, 1885-1962.",,,Bohr,Niels,,,,1885-1962,,lcnaf
"Rider, Fremont, 1885-1962.",,,Rider,Fremont,,,,1885-1962,http://id.loc.gov/authorities/names/n86024521,lcnaf
"Fuess, Claude Moore, 1885-1963.",,,Fuess,Claude Moore,,,,1885-1963,http://id.loc.gov/authorities/names/n50041613,lcnaf
"Kidder, Alfred Vincent, 1885-1963.",,,Kidder,Alfred Vincent,,,,1885-1963,http://id.loc.gov/authorities/names/n79021794,lcnaf
"Seymour, Charles, 1885-1963.",,,Seymour,Charles,,,,1885-1963,http://id.loc.gov/authorities/names/n50002509,lcnaf
"Aigler, Ralph William, 1885-1964.",,,Aigler,Ralph William,,,,1885-1964,,lcnaf
"Stetson, Harlan True, 1885-1964.",,,Stetson,Harlan True,,,,1885-1964,http://id.loc.gov/authorities/names/n87804019,lcnaf
"Costain, Thomas B. (Thomas Bertram), 1885-1965",,,Costain,Thomas B.,,,Thomas Bertram,1885-1965,http://id.loc.gov/authorities/names/n50018153,lcnaf
"Gifford, Walter S. (Walter Sherman), 1885-1966",,,Gifford,Walter S.,,,Walter Sherman,1885-1966,http://id.loc.gov/authorities/names/no96020441,lcnaf
"Hevesy, Georg von, 1885-1966.",,,Hevesy,Georg von,,,,1885-1966,http://id.loc.gov/authorities/names/n82024885,lcnaf
"Keller, Kaufman Thuma, 1885-1966.",,,Keller,Kaufman Thuma,,,,1885-1966,http://id.loc.gov/authorities/names/n99270350,lcnaf
"Nimitz, Chester W. (Chester William), 1885-1966.",,,Nimitz,Chester W.,,,Chester William,1885-1966,http://id.loc.gov/authorities/names/n86125368,lcnaf
"Muste, Abraham John, 1885-1967.",,,Muste,Abraham John,,,,1885-1967,http://id.loc.gov/authorities/names/n50027660,lcnaf
"Bevis, Howard L. (Howard Landis), 1885-1968",,,Bevis,Howard L.,,,Howard Landis,1885-1968,http://id.loc.gov/authorities/names/no96001900,lcnaf
"Wood, John S. (John Stephens), 1885-1968",,,Wood,John S.,,,John Stephens,1885-1968,http://id.loc.gov/authorities/names/n2001147347,lcnaf
"Williams, Charl Ormond, 1885-1969",,,Williams,Charl Ormond,,,,1885-1969,http://id.loc.gov/authorities/names/n91053329,lcnaf
"Keyes, Frances Parkinson, 1885-1970.",,,Keyes,Frances Parkinson,,,,1885-1970,http://id.loc.gov/authorities/names/n50045818,lcnaf
"Sayre, Francis Bowes, 1885-1972.",,,Sayre,Francis Bowes,,,,1885-1972,http://id.loc.gov/authorities/names/no89019986,lcnaf
"Shapley, Harlow, 1885-1972.",,,Shapley,Harlow,,,,1885-1972,http://id.loc.gov/authorities/names/n50022197,lcnaf
"Mygatt, Tracy D. (Tracy Dickinson), 1885-1973.",,,Mygatt,Tracy D.,,,Tracy Dickinson,1885-1973,http://id.loc.gov/authorities/names/n90684888,lcnaf
"Bolton, Frances Payne Bingham, 1885-1977.",,,Bolton,Frances Payne Bingham,,,,1885-1977,http://id.loc.gov/authorities/names/n88212030,lcnaf
"Lilly, Eli, 1885-1977",,,Lilly,Eli,,,,1885-1977,http://id.loc.gov/authorities/names/n82240486,lcnaf
"Paul, Alice, 1885-1977.",,,Paul,Alice,,,,1885-1977,http://id.loc.gov/authorities/names/n85388677,lcnaf
"Smith, Ira Melville, 1885-1977.",,,Smith,Ira Melville,,,,1885-1977,,lcnaf
"Untermeyer, Louis, 1885-1977.",,,Untermeyer,Louis,,,,1885-1977,,lcnaf
"Lowery, Percival C., 1885-1978.",,,Lowery,Percival C.,,,,1885-1978,,lcnaf
"Durant, Will, 1885-1981.",,,Durant,Will,,,,1885-1981,http://id.loc.gov/authorities/names/n50029771,lcnaf
"Claybourn, John Geronold, 1886-",,,Claybourn,John Geronold,,,,1886-,,lcnaf
"Fink, George Rupert, 1886-",,,Fink,George Rupert,,,,1886-,,lcnaf
"Fritz, Emanuel, 1886-",,,Fritz,Emanuel,,,,1886-,http://id.loc.gov/authorities/names/n83825740,lcnaf
"Harvey, Samuel Clark, 1886-",,,Harvey,Samuel Clark,,,,1886-,,lcnaf
"Lipphard, William B. (William Benjamin), b. 1886.",,,Lipphard,William B.,,,William Benjamin,1886-,http://id.loc.gov/authorities/names/no93015421,lcnaf
"Matthews, Donald Maxwell, 1886-",,,Matthews,Donald Maxwell,,,,1886-,,lcnaf
"McCord, Carey Pratt, 1886-",,,McCord,Carey Pratt,,,,1886-,,lcnaf
"Menefee, Ferdinand Northrup, 1886-",,,Menefee,Ferdinand Northrup,,,,1886-,,lcnaf
"Moley, Raymond L., 1886-",,,Moley,Raymond L.,,,,1886-,,lcnaf
"Nevue, Wilfred, 1886-",,,Nevue,Wilfred,,,,1886-,,lcnaf
"Putnam, Mark Edson, 1886-",,,Putnam,Mark Edson,,,,1886-,,lcnaf
"Sharfman, I. Leo (Isaiah Leo), 1886-",,,Sharfman,I. Leo,,,Isaiah Leo,1886-,,lcnaf
"Slayton, Sarah Augusta, 1886-",,,Slayton,Sarah Augusta,,,,1886-,,lcnaf
"Slusser, Jean Paul, 1886-",,,Slusser,Jean Paul,,,,1886-,,lcnaf
"Stidger, William L. (William LeRoy), 1886-",,,Stidger,William L.,,,William LeRoy,1886-,,lcnaf
"Swinton, Roy Stanley, 1886-",,,Swinton,Roy Stanley,,,,1886-,,lcnaf
"Wenger, Christian Nat, 1886-",,,Wenger,Christian Nat,,,,1886-,,lcnaf
"Wetherbee, Herbert T., b. 1886.",,,Wetherbee,Herbert T.,,,,1886-,,lcnaf
"White, Lee A., b. 1886.",,,White,Lee A.,,,,1886-,,lcnaf
"Zeder, Fred, 1886-",,,Zeder,Fred,,,,1886-,http://id.loc.gov/authorities/names/n94111430,lcnaf
"Ryan, Charles Brady, 1886-1933.",,,Ryan,Charles Brady,,,,1886-1933,,lcnaf
"Bishop, Russell Spencer, 1886-1946.",,,Bishop,Russell Spencer,,,,1886-1946,,lcnaf
"Eaton, John Wallace, 1886-1948.",,,Eaton,John Wallace,,,,1886-1948,,lcnaf
"Leopold, Aldo, 1886-1948.",,,Leopold,Aldo,,,,1886-1948,http://id.loc.gov/authorities/names/n50049888,lcnaf
"Upson, Lent Dayton, 1886-1949.",,,Upson,Lent Dayton,,,,1886-1949,http://id.loc.gov/authorities/names/no00082472,lcnaf
"Kenny, Elizabeth, 1886-1952.",,,Kenny,Elizabeth,,,,1886-1952,http://id.loc.gov/authorities/names/n80037749,lcnaf
"Murray, Philip, 1886-1952.",,,Murray,Philip,,,,1886-1952,http://id.loc.gov/authorities/names/n86025930,lcnaf
"Gesell, Robert, 1886-1954.",,,Gesell,Robert,,,,1886-1954,http://id.loc.gov/authorities/names/no2014093740,lcnaf
"Miller, Floyd Josiah, 1886-1954.",,,Miller,Floyd Josiah,,,,1886-1954,,lcnaf
"Hersholt, Jean, 1886-1956.",,,Hersholt,Jean,,,,1886-1956,http://id.loc.gov/authorities/names/n80017914,lcnaf
"Freuchen, Peter, 1886-1957.",,,Freuchen,Peter,,,,1886-1957,http://id.loc.gov/authorities/names/n50025440,lcnaf
"Primm, Clarence J., 1886-1957.",,,Primm,Clarence J.,,,,1886-1957,,lcnaf
"Langer, William, 1886-1959.",,,Langer,William,,,,1886-1959,http://id.loc.gov/authorities/names/n88224852,lcnaf
"McCloy, Charles H. (Charles Harold), 1886-1959.",,,McCloy,Charles H.,,,Charles Harold,1886-1959,http://id.loc.gov/authorities/names/no2004117161,lcnaf
"Tolman, Edward Chace, 1886-1959.",,,Tolman,Edward Chace,,,,1886-1959,http://id.loc.gov/authorities/names/no98069777,lcnaf
"Bartlett, Harley Harris, 1886-1960.",,,Bartlett,Harley Harris,,,,1886-1960,http://id.loc.gov/authorities/names/n85802228,lcnaf
"Crawford, Ivan Charles, 1886-1960.",,,Crawford,Ivan Charles,,,,1886-1960,,lcnaf
"Hudson, Manley O. (Manley Ottmer), 1886-1960",,,Hudson,Manley O.,,,Manley Ottmer,1886-1960,http://id.loc.gov/authorities/names/n50033171,lcnaf
"Rugg, Harold Ordway, 1886-1960.",,,Rugg,Harold Ordway,,,,1886-1960,http://id.loc.gov/authorities/names/n50023507,lcnaf
"Steinman, D. B. (David Barnard), 1886-1960.",,,Steinman,D. B.,,,David Barnard,1886-1960,http://id.loc.gov/authorities/names/n85353758,lcnaf
"Toms, Robert Morrell, 1886-1960.",,,Toms,Robert Morrell,,,,1886-1960,http://id.loc.gov/authorities/names/no2008133262,lcnaf
"Cobb, Ty, 1886-1961.",,,Cobb,Ty,,,,1886-1961,http://id.loc.gov/authorities/names/n84009409,lcnaf
"Rabaut, Louis Charles, 1886-1961.",,,Rabaut,Louis Charles,,,,1886-1961,http://id.loc.gov/authorities/names/no2009001428,lcnaf
"Whalen, Grover A. (Grover Aloysius), 1886-1962",,,Whalen,Grover A.,,,Grover Aloysius,1886-1962,http://id.loc.gov/authorities/names/n93013715,lcnaf
"Brooks, Van Wyck, 1886-1963.",,,Brooks,Van Wyck,,,,1886-1963,http://id.loc.gov/authorities/names/n79021976,lcnaf
"Brown, Everett Somerville, 1886-1964.",,,Brown,Everett Somerville,,,,1886-1964,http://id.loc.gov/authorities/names/no00029125,lcnaf
"Granville, Robert, 1886-1964.",,,Granville,Robert,,,,1886-1964,,lcnaf
"Mott, Frank Luther, 1886-1964.",,,Mott,Frank Luther,,,,1886-1964,http://id.loc.gov/authorities/names/n82242614,lcnaf
"Haislip, Edward Watson, 1886-1965.",,,Haislip,Edward Watson,,,,1886-1965,,lcnaf
"Nash, Jay Bryan, 1886-1965.",,,Nash,Jay Bryan,,,,1886-1965,http://id.loc.gov/authorities/names/n81114561,lcnaf
"Palmer, C. William, 1886-1965.",,,Palmer,C. William,,,,1886-1965,,lcnaf
"Helsell, Frank Pritchard, 1886-1966.",,,Helsell,Frank Pritchard,,,,1886-1966,,lcnaf
"Tuomy, Cornelius William, 1886-1966.",,,Tuomy,Cornelius William,,,,1886-1966,,lcnaf
"Barton, Bruce, 1886-1967.",,,Barton,Bruce,,,,1886-1967,http://id.loc.gov/authorities/names/n86114512,lcnaf
"Crane, Ronald S. (Ronald Salmon), 1886-1967.",,,Crane,Ronald S.,,,Ronald Salmon,1886-1967,http://id.loc.gov/authorities/names/n79046297,lcnaf
"Biddle, Francis, 1886-1968.",,,Biddle,Francis,,,,1886-1968,http://id.loc.gov/authorities/names/n79054161,lcnaf
"Boring, Edwin Garrigues, 1886-1968.",,,Boring,Edwin Garrigues,,,,1886-1968,http://id.loc.gov/authorities/names/n50048226,lcnaf
"Lane, Rose Wilder, 1886-1968.",,,Lane,Rose Wilder,,,,1886-1968,http://id.loc.gov/authorities/names/n50038738,lcnaf
"Schmidt, Harry, 1886-1968.",,,Schmidt,Harry,,,,1886-1968,,lcnaf
"Holtzoff, Alexander, 1886-1969",,,Holtzoff,Alexander,,,,1886-1969,http://id.loc.gov/authorities/names/n87841676,lcnaf
"Mies van der Rohe, Ludwig 1886-1969.",,,Mies van der Rohe,Ludwig,,,,1886-1969,http://id.loc.gov/authorities/names/n80057077,lcnaf
"Schmitt, Bernadotte Everly, 1886-1969.",,,Schmitt,Bernadotte Everly,,,,1886-1969,http://id.loc.gov/authorities/names/n50006744,lcnaf
"Sharfman, I. Leo (Isaiah Leo), 1886-1969",,,Sharfman,I. Leo,,,Isaiah Leo,1886-1969,http://id.loc.gov/authorities/names/n85808776,lcnaf
"Barker, Ernest F. (Ernest Franklin), 1886-1970",,,Barker,Ernest F.,,,Ernest Franklin,1886-1970,http://id.loc.gov/authorities/names/no2008190075,lcnaf
